timestamp,caseid
2012-02-28 04:19:07,Case823
2012-02-28 04:00:20,Case824
2012-02-28 04:53:50,Case825
2012-02-28 04:37:03,Case826
2012-02-28 05:15:26,Case827
2012-02-28 07:09:22,Case828
2012-02-28 09:29:45,Case829
2012-02-28 09:28:33,Case830
2012-02-28 09:19:43,Case831
2012-02-28 08:42:12,Case832
2012-02-28 09:30:03,Case833
2012-02-28 10:23:44,Case834
2012-02-28 10:10:16,Case835
2012-02-28 10:02:32,Case836
2012-02-28 11:20:46,Case837
2012-02-28 10:46:20,Case838
2012-02-28 12:24:27,Case839
2012-02-28 12:09:06,Case840
2012-02-28 11:46:20,Case841
2012-02-28 11:57:30,Case842
2012-02-28 12:04:56,Case843
2012-02-28 12:34:42,Case844
2012-02-28 12:15:48,Case845
2012-02-28 13:34:02,Case846
2012-02-28 12:42:17,Case847
2012-02-28 13:14:06,Case848
2012-02-28 12:51:49,Case849
2012-02-28 12:47:08,Case850
2012-02-28 13:31:08,Case851
2012-02-28 12:42:30,Case852
2012-02-28 13:40:08,Case853
2012-02-28 13:48:42,Case854
2012-02-28 13:51:12,Case855
2012-02-28 13:39:45,Case856
2012-02-28 15:26:53,Case857
2012-02-28 15:00:34,Case858
2012-02-28 14:52:53,Case859
2012-02-28 14:40:44,Case860
2012-02-28 16:08:05,Case861
2012-02-28 15:46:57,Case862
2012-02-28 16:21:51,Case863
2012-02-28 15:51:03,Case864
2012-02-28 17:19:48,Case865
2012-02-28 17:25:58,Case866
2012-02-28 17:10:44,Case867
2012-02-28 17:04:51,Case868
2012-02-28 18:04:32,Case869
2012-02-28 17:57:28,Case870
2012-02-28 18:25:53,Case871
2012-02-28 17:44:06,Case872
2012-02-28 19:41:46,Case873
2012-02-28 20:30:51,Case874
2012-02-28 20:29:59,Case875
2012-02-28 20:58:35,Case876
2012-02-28 21:30:35,Case877
2012-02-28 22:49:01,Case878
2012-02-28 22:40:19,Case879
2012-02-28 23:26:24,Case880
2012-02-29 03:48:50,Case881
2012-02-29 03:54:00,Case882
2012-02-29 05:06:42,Case883
2012-02-29 06:13:10,Case884
2012-02-29 06:14:19,Case885
2012-02-29 05:39:09,Case886
2012-02-29 08:11:19,Case887
2012-02-29 07:58:21,Case888
2012-02-29 08:31:50,Case889
2012-02-29 07:52:01,Case890
2012-02-29 08:47:05,Case891
2012-02-29 09:23:38,Case892
2012-02-29 09:49:47,Case893
2012-02-29 09:53:58,Case894
2012-02-29 09:35:14,Case895
2012-02-29 10:06:08,Case896
2012-02-29 09:45:55,Case897
2012-02-29 11:06:24,Case898
2012-02-29 11:00:00,Case899
2012-02-29 10:57:05,Case900
2012-02-29 10:37:11,Case901
2012-02-29 10:47:50,Case902
2012-02-29 11:43:02,Case903
2012-02-29 11:55:42,Case904
2012-02-29 11:44:28,Case905
2012-02-29 11:41:34,Case906
2012-02-29 11:54:04,Case907
2012-02-29 12:52:45,Case908
2012-02-29 13:19:09,Case909
2012-02-29 13:12:43,Case910
2012-02-29 13:26:04,Case911
2012-02-29 13:48:48,Case912
2012-02-29 14:25:33,Case913
2012-02-29 14:07:08,Case914
2012-02-29 15:11:46,Case915
2012-02-29 14:44:40,Case916
2012-02-29 15:18:56,Case917
2012-02-29 15:19:32,Case918
2012-02-29 15:03:26,Case919
2012-02-29 16:21:04,Case920
2012-02-29 15:44:46,Case921
2012-02-29 16:20:18,Case922
2012-02-29 16:53:53,Case923
2012-02-29 17:14:22,Case924
2012-02-29 17:24:44,Case925
2012-02-29 17:34:30,Case926
2012-02-29 18:19:51,Case927
2012-02-29 19:22:24,Case928
2012-02-29 18:44:55,Case929
2012-02-29 19:24:00,Case930
2012-02-29 18:59:15,Case931
2012-02-29 20:09:16,Case932
2012-02-29 19:37:01,Case933
2012-02-29 19:59:56,Case934
2012-02-29 21:06:52,Case935
2012-02-29 21:18:37,Case936
2012-02-29 21:54:37,Case937
2012-02-29 22:26:30,Case938
2012-02-29 22:44:49,Case939
2012-02-29 23:51:05,Case940
2012-02-29 23:42:50,Case941
2012-03-01 00:48:13,Case942
2012-03-01 00:53:09,Case943
2012-03-01 03:59:40,Case944
2012-03-01 03:57:38,Case945
2012-03-01 03:45:41,Case946
2012-03-01 05:00:40,Case947
2012-03-01 06:15:53,Case948
2012-03-01 06:49:05,Case949
2012-03-01 08:10:20,Case950
2012-03-01 07:48:00,Case951
2012-03-01 07:52:34,Case952
2012-03-01 08:36:55,Case953
2012-03-01 09:02:07,Case954
2012-03-01 08:40:47,Case955
2012-03-01 08:57:14,Case956
2012-03-01 09:15:30,Case957
2012-03-01 09:50:38,Case958
2012-03-01 09:52:06,Case959
2012-03-01 09:42:14,Case960
2012-03-01 11:00:17,Case961
2012-03-01 11:04:14,Case962
2012-03-01 10:39:07,Case963
2012-03-01 11:08:00,Case964
2012-03-01 10:54:05,Case965
2012-03-01 11:24:41,Case966
2012-03-01 11:14:22,Case967
2012-03-01 12:13:03,Case968
2012-03-01 12:00:59,Case969
2012-03-01 12:31:03,Case970
2012-03-01 11:58:03,Case971
2012-03-01 12:01:34,Case972
2012-03-01 12:10:10,Case973
2012-03-01 12:23:40,Case974
2012-03-01 13:25:24,Case975
2012-03-01 12:53:56,Case976
2012-03-01 12:45:14,Case977
2012-03-01 13:17:31,Case978
2012-03-01 14:01:00,Case979
2012-03-01 14:29:18,Case980
2012-03-01 13:49:06,Case981
2012-03-01 14:19:04,Case982
2012-03-01 13:51:54,Case983
2012-03-01 13:51:25,Case984
2012-03-01 13:58:52,Case985
2012-03-01 15:31:01,Case986
2012-03-01 15:12:20,Case987
2012-03-01 15:01:13,Case988
2012-03-01 14:57:16,Case989
2012-03-01 14:48:15,Case990
2012-03-01 16:29:37,Case991
2012-03-01 16:26:38,Case992
2012-03-01 16:23:42,Case993
2012-03-01 15:51:58,Case994
2012-03-01 16:27:14,Case995
2012-03-01 16:40:06,Case996
2012-03-01 17:02:27,Case997
2012-03-01 16:43:45,Case998
2012-03-01 17:09:24,Case999
2012-03-01 17:30:32,Case1000
2012-03-01 16:38:02,Case1001
2012-03-01 17:56:37,Case1002
2012-03-01 18:31:18,Case1003
2012-03-01 17:44:35,Case1004
2012-03-01 17:36:10,Case1005
2012-03-01 18:17:57,Case1006
2012-03-01 18:04:30,Case1007
2012-03-01 18:50:38,Case1008
2012-03-01 19:12:25,Case1009
2012-03-01 18:36:05,Case1010
2012-03-01 19:18:32,Case1011
2012-03-01 18:47:22,Case1012
2012-03-01 18:55:08,Case1013
2012-03-01 19:37:12,Case1014
2012-03-01 19:59:03,Case1015
2012-03-01 21:28:18,Case1016
2012-03-01 20:46:08,Case1017
2012-03-01 21:18:55,Case1018
2012-03-01 22:04:36,Case1019
2012-03-01 22:32:21,Case1020
2012-03-01 21:55:59,Case1021
2012-03-01 22:40:47,Case1022
2012-03-01 23:19:59,Case1023
2012-03-02 00:45:42,Case1024
2012-03-02 02:39:28,Case1025
2012-03-02 02:46:10,Case1026
2012-03-02 02:36:42,Case1027
2012-03-02 03:15:12,Case1028
2012-03-02 03:57:46,Case1029
2012-03-02 04:33:58,Case1030
2012-03-02 05:01:10,Case1031
2012-03-02 08:56:35,Case1032
2012-03-02 09:28:20,Case1033
2012-03-02 09:09:06,Case1034
2012-03-02 09:48:04,Case1035
2012-03-02 09:39:48,Case1036
2012-03-02 10:53:47,Case1037
2012-03-02 10:59:29,Case1038
2012-03-02 11:12:01,Case1039
2012-03-02 10:45:58,Case1040
2012-03-02 11:28:25,Case1041
2012-03-02 11:20:02,Case1042
2012-03-02 11:19:34,Case1043
2012-03-02 10:55:15,Case1044
2012-03-02 11:54:30,Case1045
2012-03-02 12:04:10,Case1046
2012-03-02 11:47:10,Case1047
2012-03-02 12:30:43,Case1048
2012-03-02 11:52:07,Case1049
2012-03-02 12:01:37,Case1050
2012-03-02 12:14:00,Case1051
2012-03-02 13:03:50,Case1052
2012-03-02 13:19:30,Case1053
2012-03-02 13:21:19,Case1054
2012-03-02 13:16:41,Case1055
2012-03-02 13:22:01,Case1056
2012-03-02 13:27:20,Case1057
2012-03-02 13:09:44,Case1058
2012-03-02 13:33:50,Case1059
2012-03-02 13:44:16,Case1060
2012-03-02 13:36:18,Case1061
2012-03-02 13:37:23,Case1062
2012-03-02 14:18:53,Case1063
2012-03-02 14:17:00,Case1064
2012-03-02 14:49:14,Case1065
2012-03-02 15:09:52,Case1066
2012-03-02 15:19:10,Case1067
2012-03-02 16:26:36,Case1068
2012-03-02 15:35:29,Case1069
2012-03-02 15:56:01,Case1070
2012-03-02 16:24:33,Case1071
2012-03-02 15:44:44,Case1072
2012-03-02 15:48:53,Case1073
2012-03-02 17:07:45,Case1074
2012-03-02 17:10:20,Case1075
2012-03-02 17:14:37,Case1076
2012-03-02 17:37:47,Case1077
2012-03-02 18:26:50,Case1078
2012-03-02 18:16:14,Case1079
2012-03-02 19:00:39,Case1080
2012-03-02 19:32:30,Case1081
2012-03-02 18:46:33,Case1082
2012-03-02 19:30:54,Case1083
2012-03-02 20:08:34,Case1084
2012-03-02 19:42:24,Case1085
2012-03-02 19:40:36,Case1086
2012-03-02 20:16:52,Case1087
2012-03-02 20:25:48,Case1088
2012-03-02 20:34:01,Case1089
2012-03-02 20:38:34,Case1090
2012-03-02 20:38:10,Case1091
2012-03-02 20:42:19,Case1092
2012-03-03 00:14:45,Case1093
2012-03-03 01:08:58,Case1094
2012-03-03 00:37:28,Case1095
2012-03-03 01:44:40,Case1096
2012-03-03 03:18:47,Case1097
2012-03-03 03:38:20,Case1098
2012-03-03 04:56:44,Case1099
2012-03-03 05:32:42,Case1100
2012-03-03 09:04:55,Case1101
2012-03-03 09:34:12,Case1102
2012-03-03 10:04:37,Case1103
2012-03-03 10:19:02,Case1104
2012-03-03 11:16:46,Case1105
2012-03-03 10:51:46,Case1106
2012-03-03 11:02:51,Case1107
2012-03-03 11:24:08,Case1108
2012-03-03 11:13:43,Case1109
2012-03-03 12:32:26,Case1110
2012-03-03 11:36:23,Case1111
2012-03-03 12:09:08,Case1112
2012-03-03 12:21:18,Case1113
2012-03-03 12:49:26,Case1114
2012-03-03 13:24:12,Case1115
2012-03-03 13:45:06,Case1116
2012-03-03 14:28:31,Case1117
2012-03-03 15:01:16,Case1118
2012-03-03 15:28:33,Case1119
2012-03-03 14:42:57,Case1120
2012-03-03 16:01:15,Case1121
2012-03-03 17:24:46,Case1122
2012-03-03 19:06:03,Case1123
2012-03-03 20:13:48,Case1124
2012-03-03 20:11:24,Case1125
2012-03-03 21:20:40,Case1126
2012-03-03 21:31:13,Case1127
2012-03-03 21:37:17,Case1128
2012-03-04 04:34:54,Case1129
2012-03-04 09:18:29,Case1130
2012-03-04 10:20:10,Case1131
2012-03-04 10:23:33,Case1132
2012-03-04 11:00:18,Case1133
2012-03-04 11:27:06,Case1134
2012-03-04 10:39:18,Case1135
2012-03-04 10:45:41,Case1136
2012-03-04 12:18:57,Case1137
2012-03-04 11:41:32,Case1138
2012-03-04 12:30:09,Case1139
2012-03-04 11:41:55,Case1140
2012-03-04 12:06:51,Case1141
2012-03-04 13:06:51,Case1142
2012-03-04 13:38:52,Case1143
2012-03-04 13:53:24,Case1144
2012-03-04 13:43:57,Case1145
2012-03-04 16:08:15,Case1146
2012-03-04 17:12:47,Case1147
2012-03-04 17:11:34,Case1148
2012-03-04 17:36:13,Case1149
2012-03-04 19:09:06,Case1150
2012-03-04 20:02:22,Case1151
2012-03-04 20:30:43,Case1152
2012-03-04 21:50:46,Case1153
2012-03-05 00:02:11,Case1154
2012-03-05 04:22:25,Case1155
2012-03-05 08:20:14,Case1156
2012-03-05 07:44:26,Case1157
2012-03-05 09:31:22,Case1158
2012-03-05 09:13:47,Case1159
2012-03-05 08:39:45,Case1160
2012-03-05 09:12:05,Case1161
2012-03-05 09:14:01,Case1162
2012-03-05 10:22:02,Case1163
2012-03-05 10:34:20,Case1164
2012-03-05 09:38:58,Case1165
2012-03-05 10:08:06,Case1166
2012-03-05 10:08:47,Case1167
2012-03-05 10:48:39,Case1168
2012-03-05 10:37:48,Case1169
2012-03-05 11:32:03,Case1170
2012-03-05 11:49:39,Case1171
2012-03-05 11:56:44,Case1172
2012-03-05 12:22:57,Case1173
2012-03-05 12:30:20,Case1174
2012-03-05 12:14:34,Case1175
2012-03-05 12:32:53,Case1176
2012-03-05 12:20:46,Case1177
2012-03-05 12:42:12,Case1178
2012-03-05 12:59:56,Case1179
2012-03-05 13:29:14,Case1180
2012-03-05 13:07:49,Case1181
2012-03-05 13:46:12,Case1182
2012-03-05 14:32:32,Case1183
2012-03-05 14:24:41,Case1184
2012-03-05 13:46:24,Case1185
2012-03-05 14:02:48,Case1186
2012-03-05 15:15:33,Case1187
2012-03-05 15:21:55,Case1188
2012-03-05 14:46:00,Case1189
2012-03-05 15:05:31,Case1190
2012-03-05 16:21:22,Case1191
2012-03-05 16:26:27,Case1192
2012-03-05 15:49:01,Case1193
2012-03-05 17:08:55,Case1194
2012-03-05 17:09:58,Case1195
2012-03-05 17:24:00,Case1196
2012-03-05 17:23:29,Case1197
2012-03-05 17:03:27,Case1198
2012-03-05 17:34:21,Case1199
2012-03-05 16:58:40,Case1200
